ChapterID,VerseID,Source,Target
JOB.7,1,1See dəw gə́ dɔ naŋg nee lé kəmə ləa asəna gə ka̰ njerɔ bèe el wa.,1“Do not mortals have hard service on earth?
HEB.3,1,"1Togə́bè ŋgakɔmje gə́ njémeendaje, né gə́ deḛ ɓar sí na̰’d gə mbəa lé ḭ dara bèe ndá maji kar sí ə̰jije tor Jeju meḛ sí’g, yeḛ gə́ to njekaḭkula gə́ gəd ləm, gə ŋgɔ-njekinjanéməs gə́ jeḛ j’un meḛ sí j’aree ləm tɔ.","1Therefore, holy brothers and sisters, who share in the heavenly calling, fix your thoughts on Jesus, whom we acknowledge as our apostle and high priest."
JDG.5,1,"1Mee ndəa’g neelé Debora ɔs pa nee gə Barak, ŋgolə Abinoam lé na̰’d pana:",1On that day Deborah and Barak son of Abinoam sang this song:
PSA.123,1,1Pakɔs kḭ kaw tuga ne loo ɗao-ɗao gə́ tar.,"1I lift up my eyes to you,"
REV.20,1,"1Tɔɓəi ma m’oo kura gə́ dara ḭ dara ree naŋg nee. Nékɔr tarəw bwa-wəl gə́ ɔr duu to jia’g ləm, kúla lar gə́ boo to jia’g ləm tɔ.","1And I saw an angel coming down out of heaven, having the key to the Abyss and holding in his hand a great chain."
ROM.8,1,1Bèe ndá deḛ gə́ d’ɔm na̰’d gə Jeju Kristi lé ta kára kara wa dɔ dee ɓasinè el.,"1Therefore, there is now no condemnation for those who are in Christ Jesus,"
JER.31,1,1Njesigənea̰ pana: Mee ndəa’g neelé m’a to Ala lə gel-bɔje lə Israɛlje lai ndá deḛ kara d’a to koso-dəwje ləm tɔ.,"1“At that time,” declares theLord, “I will be the God of all the families of Israel, and they will be my people.”"
JER.1,1,"1Taje lə Jeremi, ŋgolə Hilkija, yeḛ to gə́ mbuna njékinjanéməsje gə́ Anatot mee ɓee gə́ Bḛjami.","1The words of Jeremiah son of Hilkiah, one of the priests at Anathoth in the territory of Benjamin."
COL.3,1,1Bèe ndá ɓó lé seḭ undaje loo teḛje dan njé gə́ d’wəi’g gə Kristi na̰’d ndá saŋgje néje gə́ wɔji dɔ ɓee gə́ tar loo gə́ Kristi sí keneŋ dɔ jikɔl Ala’g lé#Pak 110.1.,"1Since, then, you have been raised with Christ, set your hearts on things above, where Christ is, seated at the right hand of God."
LUK.10,1,"1Gée gə́ gogo Jeju ɔr njékwakiláje gə́ raŋg rɔ-siri, wa dee joo-joo ula dee ar dee d’aw nea̰’g kédé mee ɓee-booje lai-lai ləm, gə mee looje lai-lai gə́ yeḛ nja a gə kaw keneŋ lé ləm tɔ.",1After this the Lord appointed seventy-two#10:1Some manuscriptsseventy; also in verse 17others and sent them two by two ahead of him to every town and place where he was about to go.
JOS.16,1,1Dɔ naŋg gə́ ŋgalə Jisəb d’iŋga gə goo nékwɔji lée gə́ to asəna gə téḛ bèe lé un kudee baa gə́ Jurdɛ̰ mbɔr Jeriko’g par gə́ mán gə́ Jeriko par gə́ bər. Rəw-nimee un goo dɔdilaloo gə́ ḭ Jeriko saar teḛ Betel par gə́ kaar mbal’g tɔ.,"1The allotment for Joseph began at the Jordan, east of the springs of Jericho, and went up from there through the desert into the hill country of Bethel."
GEN.36,1,1Aa ooje ŋgaka Esawu gə́ to Edɔm lé.,"1This is the account of the family line of Esau (that is, Edom)."
ISA.63,1,1See na̰ ɓa ḭ Bosra ɓee-boo gə́ Edɔm’g,"1Who is this coming from Edom,"
GEN.48,1,"1Gée gə́ gogo ndá deḛ ree d’ula Jisəb pana: Aa oo, bɔbije lé rəa tée. Togə́bè ɓa yeḛ ar ŋganeeje joo, Manasə gə Eprayim d’aw səa na̰’d.","1Some time later Joseph was told, “Your father is ill.” So he took his two sons Manasseh and Ephraim along with him."
NEH.9,1,"1Ndɔ gə́ njekɔm’g rɔ-joo-giree-sɔ gə́ mee naḭ’g neelé Israɛlje mbo̰ dɔ na̰, deḛ d’ula kubu-kwa-ndòo rɔ dee’g ləm, tuga kor naŋg d’ɔm dɔ dee’g ləm tɔ ɓa d’ɔg ne meḛ dee ɓoo tɔ.","1On the twenty-fourth day of the same month, the Israelites gathered together, fasting and wearing sackcloth and putting dust on their heads."
JER.10,1,"1Seḭ gel-bɔje lə Israɛl, Ooje ta gə́ Njesigənea̰ ula sí!","1Hear what theLordsays to you, people of Israel."
MRK.6,1,1Jeju ḭ lée’g neelé ɔd aw gə́ ɓee-kojee’g. Njékwakiláje d’ɔm na̰ gée’g d’aw səa tɔ.,"1Jesus left there and went to his hometown, accompanied by his disciples."
HOS.12,1,"1Eprayimje d’aḭ dɔm gə taŋgɔm ləm,",1Ephraim feeds on the wind;
EZR.9,1,"1Loo gə́ rudu néje neelé un ɗiao mba̰ ndá ŋgan-mbaije ree rɔm’g pana: Dəwje gə́ Israɛl ləm, gə njékinjanéməsje gə Ləbije ləm tɔ lé d’unda rɔ dee ɓəd mbuna dəw-mee-ɓeeje’g neelé el ləm, ndá deḛ ndaji ne néra deeje gə́ mina̰ gə́ to kḛji gə́ to néra Kana̰je ləm, gə Hetje ləm, gə Peresje ləm, gə Yebusje ləm, gə Amo̰je ləm, gə Moabje ləm, gə Ejiptəje ləma, gə Amɔrje ləm tɔ.","1After these things had been done, the leaders came to me and said, “The people of Israel, including the priests and the Levites, have not kept themselves separate from the neighboring peoples with their detestable practices, like those of the Canaanites, Hittites, Perizzites, Jebusites, Ammonites, Moabites, Egyptians and Amorites."
ISA.32,1,"1Togə́bè mbai a ko̰ɓee gə néra gə́ gə dɔ najee ləm,","1See, a king will reign in righteousness"
ISA.61,1,"1Ndil Mbaidɔmbaije gə́ Njesigənea̰ dəb dɔm’g,","1The Spirit of the SovereignLordis on me,"
2SA.18,1,"1Dabid tən njérɔje gə́ d’aw səa na̰’d lé ndá yeḛ unda njékaa dɔ mar deeje gə́ tɔl-dɔg-dɔg (1.000) ləm, gə njékaa dɔ njé gə́ tɔl-tɔl (100) ləm tɔ.",1David mustered the men who were with him and appointed over them commanders of thousands and commanders of hundreds.
ACT.3,1,"1Piɛrə gə Ja̰ d’isi d’aw na̰’d mee kəi-Ala’g, to kàr ra tamaji gə́ kàr tel rəa gə mbɔree lé.",1One day Peter and John were going up to the temple at the time of prayer—at three in the afternoon.
JER.2,1,1Njesigənea̰ ulam ta gə rɔtaje nee pana:,1The word of theLordcame to me:
2KI.1,1,1Loo gə́ Akab wəi mba̰ ndá Moabje d’ḭ d’ɔs Israɛlje rəw.,"1After Ahab’s death, Moab rebelled against Israel."
ISA.59,1,1Wah! ji Njesigənea̰ na tas,"1Surely the arm of theLordis not too short to save,"
1CH.25,1,"1Dabid gə ɓé-njérɔje d’ɔr njé gə́ na̰je mbuna ŋgalə Asap’g, gə Heman’g, gə Jedutun’g, d’unda dee gə kəmee mbata kula lé deḛ gə́ tegginta gə kṵdu-kagje gə kṵdu-ko̰déje gə ma̰dje gə́ sa səgə-səgə tɔ. Aa ooje, bula lə deḛ gə́ d’ɔm kula neelé ji dee’g lé ɓa nee:","1David, together with the commanders of the army, set apart some of the sons of Asaph, Heman and Jeduthun for the ministry of prophesying, accompanied by harps, lyres and cymbals. Here is the list of the men who performed this service:"
ROM.16,1,"1Ma m’ndəji sí mba kar sí tɔsje kəm sí dɔ Poebé, kɔnan sí gə́ dené gə́ to kura lə Eglisə gə́ Sa̰kre,","1I commend to you our sister Phoebe, a deacon#16:1Orservant#16:1The worddeaconrefers here to a Christian designated to serve with the overseers/elders of the church in a variety of ways; similarly in Phil. 1:1 and 1 Tim. 3:8,12.of the church in Cenchreae."
JOS.17,1,"1Ginkoji Manasə lé iŋga loo kára gə goo nékwɔji lée gə́ to asəna gə téḛ bèe mbata yeḛ to ŋgondər Jisəb. Makir gə́ to ŋgondər Manasə, gə́ to bɔ Galaadje lé iŋga Galaad gə Basan to mbata yeḛ lé to bao-rɔ.","1This was the allotment for the tribe of Manasseh as Joseph’s firstborn, that is, for Makir, Manasseh’s firstborn. Makir was the ancestor of the Gileadites, who had received Gilead and Bashan because the Makirites were great soldiers."
1SA.2,1,1An ra tamaji pana:,1Then Hannah prayed and said:
GEN.7,1,"1Njesigənea̰ ula Noe pana: I gə njémeekəije ləi lai, a̰dje mee kəi-kag’d. Mbata m’ooi gə́ njemeekarabasur nɔm’g mbuna njé gə́ d’isi dɔ naŋg nee ɓasinè lé.","1TheLordthen said to Noah, “Go into the ark, you and your whole family, because I have found you righteous in this generation."
MAL.1,1,1Ndərta gə́ Njesigənea̰ pa ar Israɛlje gə ndu Malasi.,1A prophecy: The word of theLordto Israel through Malachi.#1:1Malachimeansmy messenger.
DEU.1,1,"1Aa ooje, taje gə́ Moyis ula Israɛlje lai kel tura-baa gə́ Jurdɛ̰ gə́ nu dɔdilaloo’g, mee ndag-loo’d gə́ wɔji dɔ Sup njoroŋ mbuna Paran gə Topel’g, gə Laban gə Haserot’g, gə Di-Jahab’g tɔ.","1These are the words Moses spoke to all Israel in the wilderness east of the Jordan—that is, in the Arabah—opposite Suph, between Paran and Tophel, Laban, Hazeroth and Dizahab."
EXO.25,1,1Njesigənea̰ ula Moyis pana#Tr 35.4-9:,"1TheLordsaid to Moses,"
EZK.31,1,1Mee ndɔ gə́ dɔtar gə́ mee naḭ gə́ njekɔm’g munda mee ləb gə́ njekɔm’g dɔg-giree-kára lé Njesigənea̰ ulam ta gə rɔtaje nee pana:,"1In the eleventh year, in the third month on the first day, the word of theLordcame to me:"
MAT.24,1,1Loo gə́ Jeju unda loo teḛ mee kəi-Ala’g ndá njékwakiláje rəm pər gə́ rəa’g mba tɔjee karee aa loo oo kəi gə́ ra neelé.,1Jesus left the temple and was walking away when his disciples came up to him to call his attention to its buildings.
JOS.4,1,1Loo gə́ ginkoji Israɛlje lai gaŋg baa gə́ Jurdɛ̰ mba̰ ndá Njesigənea̰ ula Juje pana:,"1When the whole nation had finished crossing the Jordan, theLordsaid to Joshua,"
REV.17,1,"1Tɔɓəi kura gə́ dara kára mbuna deḛ gə́ siri gə́ d’aar gə bai gə́ siri ji dee’g lé ulam ta pana: Maji kari gə́ ree, m’a kari oo rəwta-gaŋg gə́ d’a gə gaŋg dɔ kaiya-dené’g yeḛ gə́ nérea to ɓəl kədm-kədm gə́ si dɔ mán baa-boo’g lé#Jer 51.13.","1One of the seven angels who had the seven bowls came and said to me, “Come, I will show you the punishment of the great prostitute, who sits by many waters."
NUM.17,1,1Njesigənea̰ ula Moyis pana:,"1TheLordsaid to Moses,"
PSA.14,1,1Pa lə Dabid gə́ ar bao-pa mba karee ɔs sə dee lé#Rɔm 3.10-12.,"1The fool#14:1The Hebrew words renderedfoolin Psalms denote one who is morally deficient.says in his heart,"
LUK.22,1,1Ndɔ ra naḭ Pag gə́ muru gə́ nétiee godo keneŋ lé nai dəb.,"1Now the Festival of Unleavened Bread, called the Passover, was approaching,"
2SA.20,1,"1Lée neelé dəw gə́ njemeeyèr kára si keneŋ ria lə Seba, ŋgolə Bikri, dəw gə́ Bḛjami. Yeḛ lé im to̰to̰ ndá yeḛ pana:","1Now a troublemaker named Sheba son of Bikri, a Benjamite, happened to be there. He sounded the trumpet and shouted,"
ISA.11,1,"1Tɔɓəi barkəmrɔ Isai a kidi dɔ jigee’g ləm,",1A shoot will come up from the stump of Jesse;
MRK.9,1,"1Yeḛ ula dee tɔɓəi pana: Ma m’ula sí təsərə, njé gə́ na̰je gə́ d’aar neelé d’a kwəi el nja saar njena d’a koo ɓeeko̰ lə Ala gə́ a ree gə siŋgamoŋ lé gə kəm dee ya.","1And he said to them,“Truly I tell you, some who are standing here will not taste death before they see that the kingdom of God has come with power.”"
JER.6,1,"1Seḭ Bḛjamije, undaje loo teḛje","1“Flee for safety, people of Benjamin!"
EZK.21,1,1Njesigənea̰ ulam ta gə rɔtaje nee pana:,1The word of theLordcame to me:
ROM.11,1,"1Bèe ndá ma m’pana: See Ala unda dəwje ləa ɓad wa. Wah! bèe el! Mbata ma nja kara m’to gə́ Israɛl ləm, m’to gə́ ŋgoka Abrakam ləma, m’to gə́ ginkoji lə Bḛjami ləm tɔ#Plb 3.5.","1I ask then: Did God reject his people? By no means! I am an Israelite myself, a descendant of Abraham, from the tribe of Benjamin."
EXO.33,1,"1Njesigənea̰ ula Moyis pana: Ḭje loo gə́ nee’g, awje, seḭ gə dəwje gə́ i ar dee d’unda loo mee ɓee gə́ Ejiptə teḛ lé, awje par gə́ dɔ naŋg gə́ ma m’un ndum mba kar Abrakam, gə Isaak, gə Jakob lé m’pana: M’a karee to ka̰ ŋgaka deeje lé ya#Gn 12.7, 26.3, 28.13.","1Then theLordsaid to Moses, “Leave this place, you and the people you brought up out of Egypt, and go up to the land I promised on oath to Abraham, Isaac and Jacob, saying, ‘I will give it to your descendants.’"
ISA.66,1,1Mbaidɔmbaije pa togə́bè pana:,1This is what theLordsays:
GEN.45,1,1Yen ŋga Jisəb oo loo mba kɔg rəa dɔ no̰’g kəm dəwje’g lai gə́ gugu dəa sub lé el. Yeḛ ɔr ndia wəl pana: Arje dəwje lai teḛ raga.,"1Then Joseph could no longer control himself before all his attendants, and he cried out, “Have everyone leave my presence!” So there was no one with Joseph when he made himself known to his brothers."
LEV.15,1,"1Njesigənea̰ ula Moyis gə Aaro̰,","1TheLordsaid to Moses and Aaron,"
GEN.34,1,"1Ndɔ kára bèe, Dina gə́ to ŋgolə Lea gə́ dené gə́ yeḛ ojee gə Jakob lé teḛ raga mba koo denéje gə́ mee ɓee’g neelé.","1Now Dinah, the daughter Leah had borne to Jacob, went out to visit the women of the land."
NUM.22,1,1Israɛlje d’ḭ d’aw ndá d’isi ndag-loo gə́ Moab kel tura baa gə́ Jurdɛ̰ gə́ nu gə́ wɔji dɔ Jeriko njoroŋ.,1Then the Israelites traveled to the plains of Moab and camped along the Jordan across from Jericho.
JOS.20,1,"1Njesigənea̰ ula Juje pana#BI 35.6-32, TtG 4.41-43, 19.1-13:",1Then theLordsaid to Joshua:
JOB.14,1,1Dəw gə́ dené ojee lé,"1“Mortals, born of woman,"
PHP.4,1,"1Gelee gə́ nee ɓa, ŋgakɔmje gə́ m’unda sí dan kəm’g, seḭ gə́ m’oo sí gə́ né gə́ to gə́ ŋgonkəm ləm, seḭ gə́ toje rɔlel ləm ləma, gə dɔgugu ləm ləm tɔ lé maji kar sí-seḭ gə́ m’unda sí dan kəm’g lé aarje njaŋg gin Mbaidɔmbaije’g ya.","1Therefore, my brothers and sisters, you whom I love and long for, my joy and crown, stand firm in the Lord in this way, dear friends!"
PSA.126,1,1Pakɔs kḭ kaw tuga ne loo ɗao-ɗao gə́ tar.,"1When theLordrestored the fortunes of#126:1OrLordbrought back the captives toZion,"
2KI.6,1,"1Koso njéteggintaje d’ula Elije pana: Aa oo, loo gə́ j’isije keneŋ nɔḭ’g neelé tad as sí el.","1The company of the prophets said to Elisha, “Look, the place where we meet with you is too small for us."
JOB.24,1,1See gelee ban ɓa Bao-siŋgamoŋ unda ndɔ gaŋg-rəwta kul el wa,1“Why does the Almighty not set times for judgment?
MAL.3,1,"1Aa ooje, m’a kula njekaḭkula ləm ndá yeḛ ɓa a gɔl rəw nɔm’g ndá Mbaidɔmbaije gə́ seḭ sa̰geeje lé a teḛ wai kandə kəi-siée’g. Aa ooje, njekaḭkula gə́ ka̰ manrɔ gə́ seḭ ndiŋgaje lé yeḛ si ree ya. Njesigənea̰ gə́ njeboo-néje lé ɓa pa bèe#Mat 11.10, Mar 1.2, Lug 1.76, 7.27.","1“I will send my messenger, who will prepare the way before me. Then suddenly the Lord you are seeking will come to his temple; the messenger of the covenant, whom you desire, will come,” says theLordAlmighty."
PSA.42,1,1Pakɔs lə Koréje gə́ d’ar bao-pa mba karee ɔs sə dee lé,"1As the deer pants for streams of water,"
MAT.10,1,"1Yeḛ ɓar njékwakiláje gə́ dɔg-gir-dee-joo lé gə́ rəa’g ndá yeḛ un ndia ar dee gə mba kar dee dum dɔ ndilje gə́ yèr ləm, gə dɔ rɔko̰ gə́ rara kara ləm tɔ.",1Jesus called his twelve disciples to him and gave them authority to drive out impure spirits and to heal every disease and sickness.
NEH.6,1,"1Loo gə́ Sanbalat gə Tobija gə Gesem gə́ to Arabə gə njéba̰je lə sí gə́ raŋg d’oo to gə́ m’gɔl ndògo-bɔrɔ lé ləm, m’ar kəmeeje gə́ ta̰ kara godo ləm tɔ nɛ tarəwkɔgje gə́ joo ɓa m’tula el ɓəi ndá","1When word came to Sanballat, Tobiah, Geshem the Arab and the rest of our enemies that I had rebuilt the wall and not a gap was left in it—though up to that time I had not set the doors in the gates—"
JOS.18,1,1Koso-dəwje gə́ Israɛl lai mbo̰ dɔ na̰ Silo ndá la kəi-kubu-kiŋga-na̰ keneŋ. Deḛ dum dɔ dəwje gə́ mee ɓee’g neelé.,"1The whole assembly of the Israelites gathered at Shiloh and set up the tent of meeting there. The country was brought under their control,"
PSA.38,1,1Pa lə Dabid gə́ ɔs mba kar mee Ala olé ne dəa’g,"1Lord, do not rebuke me in your anger"
EST.2,1,"1Goo néje’g neelé loo gə́ oŋg lə Asuerus wəi bèm mba̰ ndá yeḛ ə̰ji dɔ Basti’g, gə dɔ né gə́ yeḛ ra lé ləm, gə dɔ ndukun gə́ yeḛ un wɔji ne dəa lé ləm tɔ.","1Later when King Xerxes’ fury had subsided, he remembered Vashti and what she had done and what he had decreed about her."
PSA.128,1,1Pakɔs kḭ kaw tuga ne loo ɗao-ɗao gə́ tar.,"1Blessed are all who fear theLord,"
ISA.31,1,1Meeko̰ a koso dɔ deḛ gə́ d’aw Ejiptə,"1Woe to those who go down to Egypt for help,"
COL.1,1,"1Ma Pool, njekaḭkula lə Jeju Kristi, to gə́ mee Ala ɓa wɔji lé jeḛ gə ŋgoko̰ sí Timote","1Paul, an apostle of Christ Jesus by the will of God, and Timothy our brother,"
PSA.31,1,1Pakɔs lə Dabid gə́ ar bao-pa mba karee ɔs sə dee lé,"1In you,Lord, I have taken refuge;"
JOS.5,1,"1Mbaije lə Amɔrje lai gə́ d’isi par gə́ dɔ-gó lə baa gə́ Jurdɛ̰ ləm, gə mbaije lə njé gə́ Kana̰ lai gə́ d’isi ta baa-boo-kad’g ləm tɔ lé, loo gə́ d’oo to gə́ Njesigənea̰ ar baa gə́ Jurdɛ̰ kai rəa dana no̰ Israɛlje’g saar ar sí n’dəsje loo gə́ tudu kurum-kurum’g ndá meḛ dee ila kas bilim ləm, ndil dee teḛ rɔ dee’g ləm tɔ gə mbata lə Israɛlje lé ya.","1Now when all the Amorite kings west of the Jordan and all the Canaanite kings along the coast heard how theLordhad dried up the Jordan before the Israelites until they#5:1Another textual traditionwehad crossed over, their hearts melted in fear and they no longer had the courage to face the Israelites."
JOB.2,1,1Tɔɓəi ndɔ kára bèe loo gə́ kuraje lə Ala gə́ dara ree d’aar nea̰’g ndá Njekurai kara ree aar sə dee na̰’d no̰ Njesigənea̰’g tɔ.,"1On another day the angels#2:1Hebrewthe sons of Godcame to present themselves before theLord, and Satan also came with them to present himself before him."
EXO.30,1,"1D’a ra loo-tuu-né lé gə kag-akasia mba tuu ne né gə́ ə̰də sululu dɔ’g ndá#Tr 37.25-28,",1“Make an altar of acacia wood for burning incense.
ZEC.10,1,1Maji kar sí dəjije Njesigənea̰ ma̰-ndi,1Ask theLordfor rain in the springtime;
PRO.14,1,"1Dené gə́ njekəmkàr lé ra kəi ləa,","1The wise woman builds her house,"
LEV.16,1,1Njesigənea̰ ula Moyis ta goo kwəi’g lə ŋgalə Aaro̰je gə́ joo gə́ d’wəi loo gə́ deḛ d’aw d’aar no̰ Njesigənea̰’g lé.,1TheLordspoke to Moses after the death of the two sons of Aaron who died when they approached theLord.
GEN.3,1,"1Gosɔ lə li lé to yaa̰ ur dɔ ka̰ daje gə́ wala lai gə́ Njesigənea̰ Ala unda dee lé. Yeḛ dəji dené lé pana: See Ala pana: Seḭ a sɔje kandə kagje lai gə́ to mee ndɔ’g lé el, see pa togə́bè tɔgərɔ ya wa#LkJ 12.9, 20.2.","1Now the serpent was more crafty than any of the wild animals theLordGod had made. He said to the woman, “Did God really say, ‘You must not eat from any tree in the garden’?”"
EXO.38,1,"1Yeḛ ra loo-nékinjaməs gə́ ka̰ roo né keneŋ gə kag-akasia, ŋgalee to kəmkil dəw mi ləm, tadee as kəmkil dəw mi ləm tɔ, yee to dɔmbul ndá dəree ḭ gə́ tar as kəmkil dəw munda tɔ.","1They#38:1OrHe; also in verses 2-9built the altar of burnt offering of acacia wood, three cubits#38:1That is, about 4 1/2 feet or about 1.4 metershigh; it was square, five cubits long and five cubits wide.#38:1That is, about 7 1/2 feet or about 2.3 meters long and wide"
LUK.19,1,1Jeju uru mee ɓee gə́ Jeriko unda dana gaŋg.,1Jesus entered Jericho and was passing through.
JOB.42,1,1Yen ŋga Jɔb tel ila Njesigənea̰’g pana:,1Then Job replied to theLord:
JOS.19,1,"1Nékwoji lé gə́ to asəna gə téḛ bèe gə́ njekɔm’g joo lé wɔji dɔ ginkoji lə Simeo̰je, gə goo gel-bɔje lə dee lə dee. Dɔ naŋg gə́ to ka̰ dee-deḛ lé to mbuna ɓeeje’g lə Judaje.",1The second lot came out for the tribe of Simeon according to its clans. Their inheritance lay within the territory of Judah.
ECC.6,1,1Ma m’oo né gə́ majel kára dɔ naŋg nee ndá,"1I have seen another evil under the sun, and it weighs heavily on mankind:"
JER.7,1,1Ta gə́ ḭ ta Njesigənea̰’d gə́ ula Jeremi lé ɓa nee:,1This is the word that came to Jeremiah from theLord:
ISA.21,1,1Ndərta gə́ wɔji dɔ dɔdilaloo gə́ mbɔr baa-boo-kad’g.,1A prophecy against the Desert by the Sea:
1PE.5,1,"1Ooje ta gə́ ma m’gɔl ne ŋgatɔgje mbuna sí’g lé ma kara m’to gə́ ŋgatɔg mar dee ya ləm, némeeko̰ gə́ ra Kristi lé ma m’oo gə kəm ya ləma, ndɔ gə́ yeḛ a nduba rəa gə́ raga lé ma kara m’a si səa na̰’d ya ləm tɔ.","1To the elders among you, I appeal as a fellow elder and a witness of Christ’s sufferings who also will share in the glory to be revealed:"
PSA.65,1,1Pakɔs lə Dabid gə́ ar bao-pa mba karee ɔs sə dee lé.,"1Praise awaits#65:1Orbefits; the meaning of the Hebrew for this word is uncertain.you, our God, in Zion;"
1TI.6,1,"1Deḛ lai gə́ d’isi ɓee ɓər’g lé maji kar dee tədkag ɓée deeje mba kar dəwje d’oo ne loo kila ne ndɔl dɔ Ala el ləm, gə dɔ ta ndoo’g lə sí el ləm tɔ.","1All who are under the yoke of slavery should consider their masters worthy of full respect, so that God’s name and our teaching may not be slandered."
GEN.24,1,1Abrakam tɔg yaa̰ ar ləbee al dɔ loo sula ya. Ndá Njesigənea̰ tɔr ndia dɔ Abrakam’g gə dɔ néje lai gə́ wɔji dəa lé.,"1Abraham was now very old, and theLordhad blessed him in every way."
PSA.121,1,1Pakɔs kḭ kaw tuga ne loo ɗao-ɗao gə́ tar.,1I lift up my eyes to the mountains—
1KI.7,1,1Salomo̰ unda kəi ləa-yeḛ ya tɔɓəi saar as ləb dɔg-giree-munda ɓa yeḛ tɔl kəi ləa lé bém ɓəi.,"1It took Solomon thirteen years, however, to complete the construction of his palace."
2CO.7,1,"1Seḭ gə́ m’unda sí dan kəm’g lé to gə́ ndukunje nee gə́ yeḛ un ar sí to togə́bè ndá ar sí n’togoje néje gə́ mina̰ gə́ gə ria-ria gə́ tia̰ darɔ sí’g gə ndil sí’g ləm, ar sí m’ɓəlje Ala mba kar meenda lə sí maji ɔr njoroŋ ləm tɔ.","1Therefore, since we have these promises, dear friends, let us purify ourselves from everything that contaminates body and spirit, perfecting holiness out of reverence for God."
JOB.12,1,1Jɔb tel ilá keneŋ pana:,1Then Job replied:
PSA.36,1,1Pa lə Dabid gə́ to kura lə Njesigənea̰ gə́ ar bao-pa mba karee ɔs sə dee lé.,1I have a message from God in my heart
NUM.2,1,1Njesigənea̰ ula Moyis gə Aaro̰ pana:,1TheLordsaid to Moses and Aaron:
PSA.118,1,"1SgI 16.34, 2SgI 5.13, 7.3, Esd 3.11, Pak 100.5, 106.1, 107.1, 136.1, Jer 33.11","1Give thanks to theLord, for he is good;"
1TI.5,1,"1Maji kari pa gə dəw gə́ tɔg ta gə́ ərm el nɛ ndəjee asəna gə bɔbije bèe ya, deḛ basaje lé ndəji dee bər-bər to gə́ ŋgakɔḭje ləm,","1Do not rebuke an older man harshly, but exhort him as if he were your father. Treat younger men as brothers,"
GEN.23,1,"1Sara si kəmba ləbee tɔl dəa rɔ-joo giree-siri (127), yee ɓa to ləb kisi kəmba ləa ya.",1Sarah lived to be a hundred and twenty-seven years old.
JOB.11,1,"1Sopar, dəw gə́ Naaman un ta pa pana:",1Then Zophar the Naamathite replied:
PSA.111,1,1Pidije Njesigənea̰.,1Praise theLord.#111:1HebrewHallelu Yah
MAT.3,1,1Mee ndəa’g neelé Ja̰ Njera-batɛm unda loo teḛ ila mber dɔdilaloo gə́ Jude lé pana:,"1In those days John the Baptist came, preaching in the wilderness of Judea"
EZK.13,1,1Njesigənea̰ ulam ta gə rɔtaje nee pana:,1The word of theLordcame to me:
PSA.103,1,1Pakɔs lə Dabid.,"1Praise theLord, my soul;"
ACT.23,1,"1Pool aa kəm njégaŋ-rəwtaje lə Jibje lé njal ɔr ndá yeḛ ula dee pana: Ŋgakɔmje gə́ dəwje, saar ɓogənè m’aw no̰ Ala’g gə meekwəitar el ya ɓəi.","1Paul looked straight at the Sanhedrin and said, “My brothers, I have fulfilled my duty to God in all good conscience to this day.”"
1KI.13,1,"1Aa ooje, dəw lə Ala kára ḭ Juda ree Betel gə goo ndukun lə Njesigənea̰, loo gə́ Jeroboam tuga loo aw dɔ loo-nékinjaməs’g gə mba roo né gə́ ə̰də sululu keneŋ lé.","1By the word of theLorda man of God came from Judah to Bethel, as Jeroboam was standing by the altar to make an offering."
MRK.11,1,1Loo gə́ deḛ d’unda dɔ Jerusalem dəb ndá deḛ teḛ mbɔr Betpage gə Betani gə́ to mbɔr mbal gə́ ria lə Koiyoje ndá Jeju ɔr njékwakiláje joo ula dee pana:,"1As they approached Jerusalem and came to Bethphage and Bethany at the Mount of Olives, Jesus sent two of his disciples,"
GEN.28,1,1Isaak ɓar Jakob tɔr ndia dəa’g ndá un ndia aree togə́bè pana: I a taa dené mbuna ŋganje gə́ Kana̰’g lé el.,1So Isaac called for Jacob and blessed him. Then he commanded him: “Do not marry a Canaanite woman.
ACT.24,1,"1Ndɔ mi gogo lé ŋgɔ-njekinjanéməs gə́ ria lə Ananias, deḛ gə ŋgatɔgje lə dee gə́ na̰je gə njetagərii kára ria lə Tertul lé deḛ teḛ Sesare. Deḛ səg Pool rɔ njeguburuɓee’g.","1Five days later the high priest Ananias went down to Caesarea with some of the elders and a lawyer named Tertullus, and they brought their charges against Paul before the governor."
LEV.12,1,1Njesigənea̰ ula Moyis pana:,"1TheLordsaid to Moses,"
ISA.20,1,"1Ləb gə́ Sargo̰, mbai gə́ Asiri ula ne Tarta̰ aree aw aḭ ne dɔ Asdod sub gə rɔ dumee ne lé,","1In the year that the supreme commander, sent by Sargon king of Assyria, came to Ashdod and attacked and captured it—"
1CH.8,1,"1Bḛjami oji Bela ŋgondəree ləm, Asbel to njekɔm’g joo ləm, Ahrah to njekɔm’g munda ləm,","1Benjamin was the father of Bela his firstborn,"
JOS.23,1,"1As ləbje bula gə́ Njesigənea̰ ar Israɛlje d’isi lɔm mbata yeḛ ɔr dee ji njéba̰je’g lə deḛ lai gə́ gugu dɔ dee sub ndá, Juje lé ləbee bula ndá, aree yeḛ ɓuga jɔ-jɔ mba̰.","1After a long time had passed and theLordhad given Israel rest from all their enemies around them, Joshua, by then a very old man,"
